titulo,autor,tema,mes
Serra diversifica o turismo de Santa Catarina,Pedro Henrique,viagem e turismo,1
Projeto de lei quer reativar estrada no Parque Nacional do Iguacu no Parana,Miguel Angelo,viagem e turismo,7
Voo suborbital entenda o que e e veja como foi a viagem de Richard Branson ao espaco,Maria Julia,viagem e turismo,7
Ministro do Turismo entrega Orla da Beira-Rio em Balsas,Miguel Angelo,viagem e turismo,4
Indigenas exigem presenca da Funai para liberar servidores impedidos de deixar aldeia no Acre,Pedro Henrique,viagem e turismo,4
Cearense sobrevivente da queda de onibus em ribanceira em SP relata acidente 'Ate agora estou assustado',Teodora Alves,viagem e turismo,2
Casal e preso apos ser flagrado com 17 kg de maconha durante viagem em onibus de turismo na Bahia,Teodora Alves,viagem e turismo,7
Educacao de Aparecida de Goiania abre 197 vagas em processo seletivo para docentes,Pedro Henrique,educacao,1
Agencia de turismo declara falencia e cancela viagens sem reembolsar clientes em Sorocaba,Francisco Jose,viagem e turismo,7
Viagens adiadas; donos de agencias de turismo apostam em promocoes para atrair clientes,Tiago Calisto,viagem e turismo,1
Moradores de Uberaba e Ituiutaba alegam prejuizos apos agencia de turismo de Uberlandia cancelar viagens,Douglas Santos,viagem e turismo,7
Agencias de turismo amargam prejuizos com cancelamento de viagens no sul do ES,Sebastiao Silva,viagem e turismo,1
Companhias aereas dos EUA celebram retorno dos passageiros apesar da variante Delta,Maria Clara,viagem e turismo,1
Organizacao Mundial de Turismo ve sinais de retomada apesar da queda de 97% em viagens turisticas em abril,Tiago Calisto,viagem e turismo,1
Oferta de voos no aeroporto de Imperatriz volta a diminuir com o agravamento da pandemia,Thales Peres,viagem e turismo,3
Agora e assim? Especialistas avaliam quando sera seguro viajar,Francisco Jose,viagem e turismo,7
As belezas de Carolina o file de tambaqui e o arroz de cuxa do Maranhao,Hugo Sousa,viagem e turismo,2
Seminario de prefeitos debate turismo nos municipios,Joao Paulo Araujo,viagem e turismo,6
Colombo abre inscricoes para processo seletivo que contrata 82 profissionais da educacao,Maria Clara,educacao,6
Agencia de turismo de Caxias do Sul fecha e deixa clientes sem viagens,Sebastiao Silva,viagem e turismo,1
Turismo domestico uma tendencia mundial em 2021,Sebastiao Silva,viagem e turismo,1
Projeto de turismo proporciona viagem de trem por municipios da regiao,Sasha Ferreira,viagem e turismo,1
Incendio destroi plataforma de barcos de turismo em Piracicaba,Sasha Ferreira,viagem e turismo,5
Entenda como deve funcionar o turismo espacial,Thales Peres,viagem e turismo,7
Agora e assim? Blogueiro de turismo Ricardo Freire indica locais mais adequados para o distanciamento social,Francisco Jose,viagem e turismo,6
Quadrilha vendia passagem de viagens para turismo religioso,Thales Peres,viagem e turismo,7
Pequenas Empresas & Grandes Negocios Edicao de 16/05/2021,Miguel Angelo,viagem e turismo,4
Uzbequistao ira pagar o equivalente a R$ 15 mil a turista que contrair Covid-19 no pais,Miguel Angelo,viagem e turismo,5
Coliseu sem fila Louvre sem tumulto Fantastico mostra como esta o turismo durante a pandemia,Hugo Sousa,viagem e turismo,5
IFSP de Capivari oferece seminario online e gratuito sobre tecnologia e educacao,Thales Peres,educacao,3
Olimpiada de Toquio como medidas contra Covid vao mudar rotina dos atletas,Teodora Alves,viagem e turismo,7
Naturatins aumenta numero de turistas permitidos em atrativos do Jalapao,Teodora Alves,viagem e turismo,3
Prefeito de Barbacena recebe alta hospitalar apos testar positivo para Covid-19 durante viagem a Russia,Sasha Ferreira,viagem e turismo,3
G1 Goias faz 10 anos principais fatos da pandemia,Sasha Ferreira,viagem e turismo,1
Motoristas sao multados e carros rebocados por estacionarem em vagas de onibus de turismo em Nova Friburgo no RJ,Tiago Calisto,viagem e turismo,6
Projeto 'Na Fabrica' acompanha visitas tecnicas do Ministerio do Turismo em Santarem,Maria Julia,viagem e turismo,5
Ex-secretario de Assis Brasil que ganhou diarias em viagem para fazer curso de pregoeiro e alvo de inquerito,Pedro Henrique,viagem e turismo,1
Semana da Vela movimenta turismo em Ilhabela,Francisco Jose,viagem e turismo,7
Agencias de turismo sentem impacto em pacotes de viagens devido a alta do dolar,Tiago Calisto,viagem e turismo,6
Brasil e Paraguai restabelecem comercio em 3 pontos da fronteira terrestre com PR e MS,Maria Clara,viagem e turismo,2
Educacao nomeia infectologistas para avaliar aulas presenciais em Ribeirao Preto e inicia vistoria em escolas,Tiago Calisto,educacao,5
Semana da Vela movimenta turismo em Ilhabela,Thales Peres,viagem e turismo,7
Viagens de Carnaval movimentam agencias de turismo em Governador Valadares,Teodora Alves,viagem e turismo,1
Nova Friburgo RJ volta a receber veiculos de turismo neste fim de semana,Sasha Ferreira,viagem e turismo,3
Audiencia publica abre discussao sobre o reconhecimento do grafite como manifestacao artistica de valor cultural em Presidente Prudente,Pedro Henrique,direitos humanos,2
Comissao de direitos humanos avalia unidades do Degase,Teodora Alves,direitos humanos,7
Violacoes de direitos humanos em presidios femininos sao denunciadas no MA,Teodora Alves,direitos humanos,1
Ministra da Mulher da Familia e dos Direitos Humanos participa de compromissos no Oeste Paulista,Francisco Jose,direitos humanos,3
Tribunal venezuelano responsabiliza ativistas de direitos humanos por terrorismo,Pedro Henrique,direitos humanos,6
Secretaria de Direitos Humanos investiga morte de jovem em Presidente Dutra,Joao Paulo Araujo,direitos humanos,1
Macron e outros lideres estao em lista de pessoas possivelmente espionadas pelo programa Pegasus,Joao Paulo Araujo,direitos humanos,5
IFRR oferta 100 vagas em cursinho gratuito preparatorio para concurso da Educacao de Roraima,Tiago Calisto,educacao,7
Defensoria leva direitos humanos para a populacao,Tiago Calisto,direitos humanos,4
Olimpiada de Toquio 2020 a polemica historia da bandeira do Japao,Sebastiao Silva,direitos humanos,3
Justica determina que Carrefour pague honorarios aos advogados de entidades que firmaram acordo apos morte de Joao Alberto,Thales Peres,direitos humanos,3
Apos acao violenta governo de PE pede que PM garanta direitos humanos e liberdade de manifestacao em novo ato,Sasha Ferreira,direitos humanos,1
Premio Amaerj Patricia Acioli de Direitos Humanos abre inscricoes,Thales Peres,direitos humanos,7
Ministra da Mulher e dos Direitos Humanos visita Governador Valadares,Sasha Ferreira,direitos humanos,7
Evento debate direitos humanos aplicados a saude e ao feminicidio em Curvelo,Sasha Ferreira,direitos humanos,5
Programa de Protecao aos Defensores de Direitos Humanos Comunicadores e Ambientalistas e criado na PB,Douglas Santos,direitos humanos,3
GDF lanca aplicativo para denunciar violacoes de direitos humanos,Hugo Sousa,direitos humanos,4
Promotoria investiga suposta relacao de institutos de direitos humanos com faccao,Tiago Calisto,direitos humanos,1
Prefeitura de Petrolina convoca mais 100 aprovados em selecao da Secretaria de Educacao,Hugo Sousa,educacao,4
Profissionais da educacao serao imunizados em distrito de Porto Velho nesta quarta (14),Miguel Angelo,educacao,1
Direitos Humanos da OAB e MP investigam uso de redes sociais por policiais de Alagoas,Thales Peres,direitos humanos,7
Comissaria da ONU para Direitos Humanos pede investigacao independente sobre mortes na Colombia,Francisco Jose,direitos humanos,6
Lancado aplicativo para agilizar denuncias de violacao de direitos humanos,Sebastiao Silva,direitos humanos,5
Merkel pede mais restricoes a venda de programas de espionagem,Maria Clara,direitos humanos,5
Parentes de ferido em protesto no Recifesao recebidos na Secretaria de Direitos Humanos,Francisco Jose,direitos humanos,5
Ministerio Publico investiga suposta relacao entre institutos de defesa dos direitos humanos e faccao criminosa,Pedro Henrique,direitos humanos,6
Comissao de Direitos Humanos da Assembleia ouve Filipe Cesario,Miguel Angelo,direitos humanos,6
Jacarezinho ONG Human Rights Watch ve evidencias graves de violacao dos direitos humanos,Francisco Jose,direitos humanos,2
Conselho Municipal dos Direitos da Pessoa Idosa homologa selecao final em Juiz de Fora,Maria Julia,direitos humanos,5
Presidente dos EUA diz que pressionara Russia a respeitar os direitos humanos; entenda tensao politica entre Biden e Putin,Miguel Angelo,direitos humanos,1
Agendamento da vacina da Covid a profissionais da educacao e reaberto em Ribeirao Preto SP,Francisco Jose,educacao,2
Ministra da mulher da familia e dos direitos humanos visita Saudades no oeste.,Sebastiao Silva,direitos humanos,5
Evento debate direitos humanos e diversidade cultural em Montes Claros,Tiago Calisto,direitos humanos,3
Reuniao debate sobre os ataques aos terreiros no Maranhao,Maria Julia,direitos humanos,4
'A violencia verbal era muito pesada' diz padre hostilizado por dizer mensagem contra o presidente em Fortaleza,Teodora Alves,direitos humanos,3
Secretaria de Assistencia Social e Direitos Humanos de Itatiaia e exonerada do cargo,Tiago Calisto,direitos humanos,3
EUA determinam novas sancoes contra autoridades de Cuba,Teodora Alves,direitos humanos,2
Presidente da Camara dos EUA pede 'boicote diplomatico' aos Jogos de Inverno em Pequim e cita violacoes aos direitos humanos,Teodora Alves,direitos humanos,1
Instituicoes de defesa dos direitos humanos e de estudos sobre seguranca publica condenam acao da policia no Jacarezinho,Pedro Henrique,direitos humanos,1
Instituicoes de defesa dos direitos humanos e de estudos sobre seguranca publica condenam acao da policia no Jacarezinho,Douglas Santos,direitos humanos,2
Relatorio aponta agravamento das violacoes dos Direitos Humanos no Brasil,Joao Paulo Araujo,direitos humanos,5
Justica suspende norma que estabelece retorno das aulas em escolas estaduais so apos 100% dos profissionais serem vacinados,Tiago Calisto,educacao,2
Secretario estadual de Direitos Humanos fala sobre o perfil das criancas agredidas no RJ,Tiago Calisto,direitos humanos,3
Empresa israelense e denunciada por veiculos de imprensa apos desenvolver software de espionagem,Thales Peres,direitos humanos,1
Instituto Federal realiza concurso de poesia sobre direitos humanos no Amajari Norte de RR,Joao Paulo Araujo,direitos humanos,4
Reuniao do Conselho de Direitos Humanos da ONU comeca hoje,Francisco Jose,direitos humanos,1
Entidades brasileiras denunciam Bolsonaro no Conselho de Direitos Humanos da ONU,Maria Clara,direitos humanos,3
Comissao Arns e Conectas denunciam Bolsonaro ao Conselho de Direitos Humanos da ONU,Sasha Ferreira,direitos humanos,3
IFRR promove curso online com o tema "educacao em direitos humanos",Tiago Calisto,direitos humanos,6
Laudo revela trajetoria do disparo que atingiu gravida morta no Lins e comissao da OAB diz que tiro partiu de cima para baixo,Sebastiao Silva,direitos humanos,4
Secretario de Justica e Direitos Humanos fala sobre cumprimento de nova medida preventiva,Joao Paulo Araujo,direitos humanos,4
Biden diz que China enfrentara consequencias por abusos de direitos humanos,Teodora Alves,direitos humanos,2
Prefeitura de Ribeirao Preto SP pede antecipacao da 2a dose contra a Covid em profissionais de educacao ao estado,Maria Clara,educacao,3
Prefeitura de Fortaleza convoca 185 candidatos aprovados em selecao publica para assistente social; veja a lista,Thales Peres,direitos humanos,7
Frances aciona Corte europeia dos direitos humanos para poder doar sangue,Miguel Angelo,direitos humanos,6
Lula Rocha militante dos movimentos negro e de direitos humanos e enterrado no ES,Maria Julia,direitos humanos,4
Presas e funcionarias denunciam maus tratos em penitenciaria feminina do MA,Sasha Ferreira,direitos humanos,2
Morre Lula Rocha militante dos movimentos negro e de direitos humanos no ES,Sasha Ferreira,direitos humanos,4
Vereadores aprovam criacao da Secretaria de Igualdade Racial Direitos Humanos e Diversidade em Natal,Joao Paulo Araujo,direitos humanos,3
Conselho estadual de Direitos Humanos cobra esclarecimentos sobre acao da PM em Maceio,Thales Peres,direitos humanos,4
Conselho de Direitos Humanos da ONU se reunira para discutir golpe de estado em Mianmar,Maria Clara,direitos humanos,3
EUA vao participar da proxima eleicao por cadeira no Conselho de Direitos Humanos da ONU,Maria Clara,direitos humanos,5
Reuniao debate sobre os ataques aos terreiros no MA,Maria Julia,direitos humanos,6
Pessoas com 30 anos sem comorbidades sao vacinadas em Goianesia do Para ate sabado,Hugo Sousa,educacao,1
Secretaria dos Direitos Humanos Socorro Franca e internada com Covid-19 em Fortaleza,Maria Julia,direitos humanos,1
Declaracao universal dos direitos humanos ganha traducao para lingua Xavante,Thales Peres,direitos humanos,4
Maranhense e eleito presidente do Conselho Nacional de Direitos Humanos,Thales Peres,direitos humanos,1
Entidade de direitos humanos pede o fim dos testes de genero no esporte,Teodora Alves,direitos humanos,6
Comissao de Direitos Humanos da Alepa promove reuniao com representantes do Centenario Paulo Freire,Sebastiao Silva,direitos humanos,1
Sejusc realiza mutirao de entrega de quase 4 mil RGs nos PACs neste sabado (31),Sebastiao Silva,direitos humanos,2
31% das salas de aula das escolas municipais de Fortaleza nao apresentam condicoes de circulacao de ar diz relatorio,Pedro Henrique,direitos humanos,5
Parlamentares de Mianmar pediram as Nacoes Unidas que investiguem violacoes dos direitos humanos cometidos por militares,Miguel Angelo,direitos humanos,1
Projeto universitario reune informacoes sobre direitos humanos de comunidades tradicionais,Pedro Henrique,direitos humanos,6
Multa paga pelo Santander apos fechamento da exposicao Queermuseu financiara projetos sobre direitos humanos,Hugo Sousa,direitos humanos,4
'Greve sanitaria' Sindicato dos Trabalhadores em Educacao paralisa atividades na rede estadual em cidades do Centro-Oeste de MG,Pedro Henrique,educacao,1
Emaus realiza seminario sobre a importancia dos Direitos Humanos,Maria Clara,direitos humanos,7
Saiba mais sobre o Dia Universal dos Direitos Humanos,Maria Clara,direitos humanos,6
Ministra Damares Alves visita Santa Isabel,Douglas Santos,direitos humanos,1
Ato publico marca o Dia Internacional dos Direitos Humanos,Maria Clara,direitos humanos,5
Relatorio da Comissao de Direitos Humanos da Alepa diz que PMs nao preservaram cena de suposto confronto na morte de Isac Tembe,Sasha Ferreira,direitos humanos,1
Presidente da Comissao de Direitos Humanos da OAB fala sobre a morte de um morador de rua,Douglas Santos,direitos humanos,7
Semana de direitos humanos ocorre em Teofilo Otoni,Miguel Angelo,direitos humanos,2
Semana dos Direitos Humanos e realizada em Teofilo Otoni,Francisco Jose,direitos humanos,4
Chefe da Human Rights Watch diz que postura de Trump desrespeita os direitos humanos,Douglas Santos,direitos humanos,1
Sejudh abre inscricoes para a formacao em Direitos Humanos,Tiago Calisto,direitos humanos,6
PSS com mais de 190 vagas contrata educadores para cursos da Secretaria de Educacao de Sergipe,Maria Clara,educacao,7
Sejudh abre inscricoes gratuitas para curso online sobre Direitos Humanos,Francisco Jose,direitos humanos,4
Universidade do AP reune decisoes juridicas sobre direitos humanos de povos tradicionais,Hugo Sousa,direitos humanos,7
Trabalhadora rural brasileira ganha premio internacional de direitos humanos,Sasha Ferreira,direitos humanos,7
Prefeitura de Petrolina divulga nova lista de beneficiarios do auxilio emergencial municipal,Maria Clara,direitos humanos,2
Alunos e professores da Unemat publicam traducao da Declaracao Universal dos Direitos Humanos para lingua Xavante,Sebastiao Silva,direitos humanos,6
